Datetime,Lat,Long,Value
13-08-24 11:30,23.8976238,90.4189405,51
13-08-24 12:03,23.8987304,90.4178431,83
13-08-24 12:33,23.8920958,90.4032317,515
13-08-24 13:19,23.8749172,90.3920255,45
13-08-24 13:41,23.875253,90.38909,40
13-08-24 16:30,23.8745718,90.3985641,80
